e52,e23,x38,xv38,vinqi
ADMISSIBILITY,admissibility,admissibility,,ग्राहिता
ADMISSIBLE,admissible,admissible,,ग्राह्य
ADMISSION,admission,admission,,दाखिला
ADMIT,admit,admit,,अंदर आने की अनुमति देना
ADMITTANCE,admittance,admittanse,,प्रवेश की आज्ञा
ADMITTEDLY,admittedly,admittedly,,सच में
ADMIXTURE,admixture,admixture,,मिलावट
ADMONISH,admonish,admonish,,गम्भीरता से सलाह देना
ADMONISHING,admonishing,admonishing,,आलोचनात्मक
ADMONITION,admonition,admonition,,चेतावनी
ADMONITORY,admonitory,admonitory,,आलोचनात्मक
ADO,ado,ado,,तुरन्त
ADOBE,adobe,adobe,,अवस्थान
ADOLESCENCE,adolescence,adolessense,,किशोरावस्था
ADOLESCENT,adolescent,adolessent,,अंकुरित यौवना
ADOPT,adopt,adopt,,अंगीकार करना
ADOPTED,adopted,adopted,,अंगीकृत
ADOPTION,adoption,adoption,,अंगीकरण
ADOPTIVE,adoptiwe,adoptiwe,,अंगीकृत
ADORABLE,adorable,adorable,,पूज्यनीय
ADORATION,adoration,adoration,,आदर
ADORE,adore,adore,,आराधना करना
ADORING,adoring,adoring,,अत्यधिक स्नेह करने वाला
ADORN,adorn,adorn,,आभूषित करना
ADORNMENT,adornment,adornment,,अलंकरण
ADRENAL,adrenal,adrenal,,अंतःस्रावी ग्रंति
ADRENALIN,adrenalin,adrenalin,,अधिव्रक्क से पैदा होनेवाला
ADRIFT,adrift,adrift,,इधर उधर बहता हुआ
ADROIT,adroit,adroit,,चतुर
ADROITLY,adroitly,adroitly,,कुशलता से
ADROITNESS,adroitness,adroitness,,कुशलता
ADSL,adsl,adsl,,तांबा के तार के माध्यम से इन्टरनेट को संचालित करना
ADSORB,adsorb,adsorb,,सतह पर अधिशोषित होना
ADSORPTION,adsorption,adsorption,,गैस
ADULATION,adulation,adulation,,खुशामद
ADULATORY,adulatory,adulatory,,चाटुकीय
ADULT,adult,adult,,तरूण
ADULTERANT,adulterant,adultxrant,,मिलावट
ADULTERATE,adulterate,adultxrate,,मिलावट करना
ADULTERATED,adulterated,adultxrated,,मिलावटी
ADULTERATION,adulteration,adultxration,,अपमिश्रण
ADULTERER,adulterer,adultxrxr,,परस्त्रीगामी
ADULTERESS,adulteress,adultxress,,परपुरूषगामिनी
ADULTEROUS,adulterous,adultxrous,,धोखेबाज़
ADULTERY,adultery,adultxry,,परस्त्रीगमन
ADULTHOOD,adulthood,adulthood,,प्रौढ़ता
ADUMBRATE,adumbrate,adumbrate,,अस्पष्ट रुप से समझाना
ADUMBRATION,adumbration,adumbration,,छायांकन
ADVANCE,adwance,adwanse,,अग्रगणि
ADVANCED,adwanced,adwansed,,अग्रिम
ADVANCEMENT,adwancement,adwansement,,आगे बढने की प्रक्रिया
ADVANTAGE,adwantage,adwantage,,एडवांटेज
ADVANTAGED,adwantaged,adwantaged,,कृपापात्र
ADVANTAGEOUS,adwantageous,adwantageous,,फायदेमन्द
ADVANTAGEOUSLY,adwantageously,adwantageously,,उपयुक्तता से
ADVENT,adwent,adwent,,आगमन
ADVENTITIA,adwentitia,adwentitia,,आवरक झिल्ली
ADVENTITIOUS,adwentitious,adwentitious,,अस्थानिक
ADVENTURER,adwenturer,adwenturxr,,जांबाज़
ADVENTURESOME,adwenturesome,adwenturesome,,साहसिक
ADVENTURESS,adwenturess,adwenturess,,साहसी महिली
ADVENTUROUS,adwenturous,adwenturous,,उत्साही
ADVENTUROUSLY,adwenturously,adwenturously,,साहसपूर्ण ढंग से
ADVENTUROUSNESS,adwenturousness,adwenturousness,,साहसिकता
ADVERB,adwerb,adwxrb,,क्रिया विशेषण
ADVERBIAL,adwerbial,adwxrbial,,क्रिया विशेषण संबंधी
ADVERSARY,adwersary,adwxrsary,,द्वेषी
ADVERSE,adwerse,adwxrse,,प्रतिकूल
ADVERSELY,adwersely,adwxrsely,,प्रतिकूल रूप से
ADVERSITY,adwersity,adwxrsity,,कठिनाई
ADVERT,adwert,adwxrt,,विज्ञापन
ADVERTENTLY,adwertently,adwxrtently,,असावधानीपूर्वक
ADVERTISE,adwertise,adwxrtise,,अख़बार में विज्ञापन करना
ADVERTISEMENT,adwertisement,adwxrtisement,,विज्ञापन
ADVERTISER,adwertiser,adwxrtisxr,,विज्ञापक
ADVERTISING,adwertising,adwxrtising,,विज्ञापन की प्रणाली
ADVERTIZE,adwertize,adwxrtize,,प्रचार करना
ADVERTIZEMENT,adwertizement,adwxrtizement,,विज्ञापन
ADVERTIZER,adwertizer,adwxrtizxr,,विज्ञापक
ADVERTIZING,adwertizing,adwxrtizing,,विज्ञापन
ADVICE,adwice,adwise,,उपदेश
ADVISABILITY,adwisability,adwisability,,उपयुक्तता
ADVISABLE,adwisable,adwisable,,उचित
ADVISE,adwise,adwise,,सलाह देना
ADVISED,adwised,adwised,,विवेचित
ADVISEDLY,adwisedly,adwisedly,,जानबूझकर
ADVISEMENT,adwisement,adwisement,,विचार विमर्श
ADVISER,adwiser,adwisxr,,सलाहकार
ADVISOR,adwisor,adwisor,,सलाहकार
ADVISORY,adwisory,adwisory,,उपदेशक
ADVOCACY,adwocacy,adwokasi,,पक्ष का समर्थन
ADVOCATE,adwocate,adwokate,,अधिवक्ता
ADVOCATOR,adwocator,adwokator,,पक्ष समर्थक
ADWARE,adware,adware,,किसी सॉफ्टवेर के साथ में जोड़े गए विज्ञापन
ADYNAMIC,adynamic,adynamik,,निष्क्रिय
ADZ,adz,adz,,बसूला
ADZE,adze,adze,,बसूला
AEGIS,aegis,aegis,,अस्त्राण
AEON,aeon,aeon,,युग
AERATE,aerate,axrate,,ऑक्सीजन भरना
AERATION,aeration,axration,,वातन
AERIAL,aerial,axrial,,आकाशीय
AERIALLY,aerially,axrially,,हवाई मार्ग से
AERIFY,aerify,axrify,,गैस में बदल जाना
AERO,aero,axro,,वायु
AEROACROPHOBIA,aeroacrophobia,axroakrophobia,,खुली ऊंची जगह का डर
AEROBATIC,aerobatic,axrobatik,,हवाई कलाबाजी संबंधी
AEROBATICS,aerobatics,axrobatiks,,हवाई करतब
AEROBIC,aerobic,axrobik,,वातापेक्षी
AEROBICS,aerobics,axrobiks,,वातापेक्षी व्यायाम
AEROBIOSIS,aerobiosis,axrobiosis,,वातजीवन
AERODROME,aerodrome,axrodrome,,हवाई अड्डा
AERODYNAMIC,aerodynamic,axrodynamik,,वायुगतिकीय
AERODYNAMICS,aerodynamics,axrodynamiks,,वायुगतिकी
AEROGENERATOR,aerogenerator,axrogenxrator,,वायुजनित्र
AEROGRAM,aerogram,axrogram,,हवाई तार
AEROGRAMME,aerogramme,axrogramme,,आरोहण आलेख
AEROMECHANICS,aeromechanics,axromecaniks,,वायुगतिकी
AERONAUSIPHOBIA,aeronausiphobia,axronausiphobia,,हवाई सफ़र में वमन का डर
AERONAUTIC,aeronautic,axronautik,,वायुयान विद्या युक्त
AERONAUTICAL,aeronautical,axronautikal,,वायुयान विद्या युक्त
AERONAUTICS,aeronautics,axronautiks,,विमान विज्ञान
AEROPLAN,aeroplan,axroplan,,वायुयान
AEROPLANE,aeroplane,axroplane,,उड़न खटोला
AEROSOL,aerosol,axrosol,,एयरोसोल
AGOG,agog,agog,,उत्सुक
AGONE,agone,agone,,पहले
AGONISE,agonise,agonise,,बहुत ही चिंतित रहना
AGONISED,agonised,agonised,,संतप्त
AGONISING,agonising,agonising,,अत्यंत दुखदायी
AGONISINGLY,agonisingly,agonisingly,,हद से ज़्यादा
AGONIST,agonist,agonist,,नायक
AGONIZE,agonize,agonize,,अत्यन्त पीड़ित होना
AGONIZING,agonizing,agonizing,,अत्यंत दुखदायी
AGONIZINGLY,agonizingly,agonizingly,,बहुत अधिक
AGONY,agony,agony,,कष्ट
AGORAPHOBIA,agoraphobia,agoraphobia,,खुली जगहों का डर
AGORAPHOBIC,agoraphobic,agoraphobik,,खुली जगहों से डरने वाला
AGRARIAN,agrarian,agrarian,,कृषि संबंधी
AGREE,agree,agree,,अन्वय होना
AGREEABLE,agreeable,agreeable,,अनुकूल
AGREEABLY,agreeably,agreeably,,सहमति से
AGREED,agreed,agreed,,तय करना
AGREEING,agreeing,agreeing,,अंगीकरण
AGREEMENT,agreement,agreement,,अनुबंध
AGRESTIC,agrestic,agrestik,,देहाती
AGRIBUSINESS,agribusiness,agribusiness,,कृषि उद्योग
AGRICULTURAL,agricultural,agrikultural,,कृषि संबंधी
AGRICULTURALIST,agriculturalist,agrikulturalist,,किसान
AGRICULTURE,agriculture,agrikulture,,कृषि उद्योग
AGRICULTURIST,agriculturist,agrikulturist,,कृषक
AGRIMONY,agrimony,agrimony,,उत्तरी गोलार्ध में पाया जाने वाला गुलाब परिवार का पीले फूलों वाला पौधा
AGRITOURISM,agritourism,agritourism,,हरित पर्यटन
AGRIZOOPHOBIA,agrizoophobia,agrizoophobia,,जंगली जानवरों का डर
AGROFORESTRY,agroforestry,agroforestry,,कृषि वानिकी
AGRONOMIST,agronomist,agronomist,,कृषि विज्ञानिक
AGRONOMY,agronomy,agronomy,,कृषि विज्ञान
AGROUND,aground,aground,,भूग्रस्त
AH,ah,ah,,विस्मय
AHA,aha,aha,,आहा
AHEAD,ahead,ahead,,अत्यधिक तेज़ गति के साथ आगे
AHEM,ahem,ahem,,अहाँ
AI,ai,ai,,ए. आई.
AID,aid,aid,,कानूनी सहायता
AIDE,aide,aide,,सहायक सैनिक अधिकारी
AIDS,aids,aids,,एड्स
AIFF,aiff,aiff,,एप्पल के द्वारा बनाया हुआ एक उच्चगुणवत्ता का ऑडियो फॉर्मेट
AIL,ail,ail,,कष्ट देना
AILERON,aileron,ailxron,,सहपक्ष
AILING,ailing,ailing,,बीमार
AILMENT,ailment,ailment,,बीमारी
AIMLESS,aimless,aimless,,उद्देश्यविहीन
AIMLESSLY,aimlessly,aimlessly,,निरुद्देश्यता से
AIMLESSNESS,aimlessness,aimlessness,,निरुद्देश्यता
AIR,air,air,,अचानक ग़ायब होना
AIRBASE,airbase,airbase,,हवाई अड्डा
AIRBORNE,airborne,airborne,,वायुवाहित
AIRBRAKE,airbrake,airbrake,,एयर ब्रेक
AIRBRUSH,airbrush,airbrush,,एयर ब्रश से पेंट करना
AIRBUS,airbus,airbus,,एअर बस
AIRCRAFT,aircraft,airkraft,,विमान या वायुयान
AIRCRAFTMAN,aircraftman,airkraftman,,वायु सेना का सबसे छोटा पदाधिकारी
AIRCRAFTWOMAN,aircraftwoman,airkraftwoman,,वायु सेना की सबसे छोटी पदाधिकारिणी
AIRCREW,aircrew,airkriyu,,हवाई कर्मी
AIRDROME,airdrome,airdrome,,हवाई अड्डा
AIRFIELD,airfield,airfield,,हवाई अड्डा
AIRFOIL,airfoil,airfoil,,विमान पतवार
AIRFORCE,airforce,airforse,,वायु सेना
AIRGUN,airgun,airgun,,हवाई बन्दूक
AIRHEAD,airhead,airhead,,बेबकूफ व्यक्ति
AIRILY,airily,airily,,बेपरवाही से
AIRLESS,airless,airless,,अवातित
AIRLIFT,airlift,airlift,,हवाई जहाज द्वारा मदद करना
AIRLINE,airline,airline,,हवाई कंपनी
AIRLOCK,airlock,airlok,,वायुबन्ध कक्ष
AIRMAIL,airmail,airmail,,हवाई डाक
AIRMAN,airman,airman,,वायु सैनिक
AIRPLANE,airplane,airplane,,हवाई जहाज
AIRPOCKET,airpocket,airpoket,,हवाई गर्त्त
AIRPORT,airport,airport,,विमानतल
AIRS,airs,airs,,अकड़
AIRSHIP,airship,airship,,वायुपोत
AIRSICK,airsick,airsik,,उड्डयन अस्वस्थ
AIRSICKNESS,airsickness,airsikness,,उड्डयन अस्वस्थता
AIRSPACE,airspace,airspase,,आकाशी क्षेट्र
AIRSTREAM,airstream,airstream,,प्रक्षिप्त हवा
AIRSTRIP,airstrip,airstrip,,हवाई पट्टी
AIRTERMINAL,airterminal,airtxrminal,,एयर टर्मिनल
AIRTIGHT,airtight,airtait,,वायु रोधक
AIRWAY,airway,airway,,वायु मार्ग
AIRWOMAN,airwoman,airwoman,,वायुसैनिकजो अफसर पद से नीचे हो
AIRWORTHINESS,airworthiness,airworthiness,,उड़न योग्यता
AIRWORTHY,airworthy,airworthy,,उडने योग्य
AIRY,airy,airy,,अव्यावहारिक
AISLE,aisle,aisle,,गलियारा
AJAR,azar,azar,,अधखुला
AKA,aka,aka,,उर्फ़
AKABA,akaba,akaba,,अकाबा
AKHATEE,akhatee,akhatee,,अखती
AKHATEEJ,akhateez,akhateez,,अखतीज
AKHAYATEEJ,akhayateez,akhayateez,,अखयतीज
AKIMBO,akimbo,akimbo,,कमर पर हाथ रखे
AKIN,akin,akin,,सदृश
AKKA,akka,akka,,ऐका
AKKO,akko,akko,,ऐको
AKSHAYATEEJ,akshayateez,akshayateez,,अक्षयतीज
AKSHAYATRITEEYA,akshayatriteeya,akshayatriteeya,,अक्षयतृतीया
ALABASTER,alabaster,alabastxr,,खडिया मिट्टी
ALACK,alack,alak,,पश्च्याताप का भाव
ALACRITY,alacrity,alakrity,,जोश
ALAR,alar,alar,,पंख के आकार का
ALARM,alarm,alarm,,खतरे का संकेत
ALARMED,alarmed,alarmed,,भयभीत
ALARMING,alarming,alarming,,ख़तरनाक
ALARMINGLY,alarmingly,alarmingly,,ख़तरनाक ढंग से
ALARMIST,alarmist,alarmist,,भय प्रसारक
ALARY,alary,alary,,पंख के आकार का
ALAS,alas,alas,,ओह
ALASTRIM,alastrim,alastrim,,लघु मसूरिका
ALBATAROSS,albataross,albataross,,एक बडीँ समुद्री चिड़िया
ALBATROSS,albatross,albatross,,ऐल्बेट्रस
ALBEIT,albeit,albeit,,यद्यपि
ALBINO,albino,albino,,एलबीनो
ALBUM,album,album,,एलबम
ALBUMEN,albumen,albumen,,अंड शुक्लांश
ALBUMIN,albumin,albumin,,श्विति
ALCHEMIST,alchemist,alcemist,,कीमियागर
ALCHEMY,alchemy,alcemy,,ऐल्किमी
ALCOHOL,alcohol,alkohol,,अल्कोहल
ALCOHOLIC,alcoholic,alkoholik,,पियक्कड़
ALCOHOLISM,alcoholism,alkoholism,,बीमारी की हालत
ALCOPOP,alcopop,alkopop,,आधुनिक अल्कोहल मिश्रित शीतल पेय
ALCOVE,alcowe,alkowe,,आला
ALDER,alder,aldxr,,एक प्रकार का वृक्ष
ALDERMAN,alderman,aldxrman,,पौर मुख्य
ALDOL,aldol,aldol,,ऐल्डौल
ALDROP,aldrop,aldrop,,अरली
ALE,ale,ale,,एल
ALEC,alec,alek,,बहुत ज़्यादा होशियार
ALEHOUSE,alehouse,alehouse,,मधुशाला
ALERT,alert,alxrt,,चेतावनी
ALERTNESS,alertness,alxrtness,,सतर्कता
ALEXIA,alexia,alexia,,शब्दान्धता
ALFALFA,alfalfa,alfalfa,,गरारी
